Sentiment,Phrase
-1,just is n't a very involving one
-1,is n't a very involving one
-1,is n't a very
-1,is n't
1,"An unsettling , memorable cinematic experience that does its predecessors proud ."
1,"An unsettling , memorable cinematic experience that"
1,"An unsettling , memorable cinematic experience"
1,"unsettling , memorable cinematic experience"
1,", memorable cinematic experience"
1,memorable cinematic experience
1,cinematic experience
1,does its predecessors proud .
1,does its predecessors proud
1,its predecessors proud
1,predecessors
1,proud
1,"All in all , it 's a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own ."
1,", it 's a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own ."
1,it 's a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own .
1,'s a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own .
1,'s a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own
1,a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own
1,a pretty good execution
1,pretty good execution
1,pretty good
1,pretty
1,of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own
1,a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own
1,that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own
1,'s a lot richer than the ones Hollywood action screenwriters usually come up with on their own
1,'s a lot richer than the ones
1,a lot richer than the ones
1,"Phillip Noyce and all of his actors -- as well as his cinematographer , Christopher Doyle -- understand the delicate forcefulness of Greene 's prose , and it 's there on the screen in their version of The Quiet American ."
1,"Phillip Noyce and all of his actors -- as well as his cinematographer , Christopher Doyle -- understand the delicate forcefulness of Greene 's prose , and it 's there on the screen in their version of The Quiet American"
1,"Phillip Noyce and all of his actors -- as well as his cinematographer , Christopher Doyle -- understand the delicate forcefulness of Greene 's prose , and"
1,"Phillip Noyce and all of his actors -- as well as his cinematographer , Christopher Doyle -- understand the delicate forcefulness of Greene 's prose ,"
1,"Phillip Noyce and all of his actors -- as well as his cinematographer , Christopher Doyle -- understand the delicate forcefulness of Greene 's prose"
1,the delicate forcefulness of Greene 's prose
1,the delicate forcefulness
1,delicate
-1,lacks the quick emotional connections of Steven Spielberg 's Schindler 's List
-1,lacks
1,the quick emotional connections of Steven Spielberg 's Schindler 's List
1,emotional connections
1,of Steven Spielberg 's Schindler 's List
1,Schindler 's
1,"Inventive , fun , intoxicatingly sexy , violent , self-indulgent and maddening ."
1,"Inventive , fun , intoxicatingly sexy , violent , self-indulgent and maddening"
1,"Inventive , fun ,"
1,"Inventive , fun"
1,"Inventive ,"
1,Inventive
1,"intoxicatingly sexy , violent , self-indulgent and maddening"
-1,"sexy , violent , self-indulgent and maddening"
1,sexy
-1,", violent , self-indulgent and maddening"
-1,"violent , self-indulgent and maddening"
-1,violent
-1,", self-indulgent and maddening"
-1,self-indulgent and maddening
-1,self-indulgent and
-1,maddening
1,"Tells a fascinating , compelling story ."
1,"Tells a fascinating , compelling story"
1,"a fascinating , compelling story"
1,"fascinating , compelling story"
1,fascinating
1,", compelling story"
1,compelling story
1,compelling
-1,"Written , flatly , by David Kendall and directed , barely , by There 's Something About Mary co-writer Ed Decter ."
-1,"Written , flatly , by David Kendall and directed , barely , by There"
-1,"Written , flatly , by David Kendall and"
-1,"Written , flatly , by David Kendall"
-1,"Written , flatly ,"
-1,"Written , flatly"
-1,flatly
-1,"directed , barely , by There"
-1,"directed , barely ,"
-1,"directed , barely"
1,"Highly recommended viewing for its courage , ideas , technical proficiency and great acting ."
1,"recommended viewing for its courage , ideas , technical proficiency and great acting ."
1,"recommended viewing for its courage , ideas , technical proficiency and great acting"
1,recommended
1,"viewing for its courage , ideas , technical proficiency and great acting"
1,"for its courage , ideas , technical proficiency and great acting"
1,"its courage , ideas , technical proficiency and great acting"
1,"its courage , ideas , technical proficiency and"
1,"its courage , ideas , technical proficiency"
1,"its courage , ideas ,"
1,"its courage , ideas"
1,"its courage ,"
1,technical proficiency
1,proficiency
1,great acting
1,great
1,"In IMAX in short , it 's just as wonderful on the big screen ."
1,IMAX in short
-1,in short
1,", it 's just as wonderful on the big screen ."
1,it 's just as wonderful on the big screen .
1,'s just as wonderful on the big screen .
1,'s just as wonderful on the big screen
1,as wonderful on the big screen
1,wonderful on the big screen
1,wonderful
1,It shows us a slice of life that 's very different from our own and yet instantly recognizable .
1,shows us a slice of life that 's very different from our own and yet instantly recognizable .
1,shows us a slice of life that 's very different from our own and yet instantly recognizable
1,us a slice of life that 's very different from our own and yet instantly recognizable
1,life that 's very different from our own and yet instantly recognizable
1,that 's very different from our own and yet instantly recognizable
1,'s very different from our own and yet instantly recognizable
1,very different from our own and yet instantly recognizable
1,recognizable
-1,"Amid the shock and curiosity factors , the film is just a corny examination of a young actress trying to find her way ."
1,curiosity factors
-1,", the film is just a corny examination of a young actress trying to find her way ."
-1,the film is just a corny examination of a young actress trying to find her way .
-1,is just a corny examination of a young actress trying to find her way .
-1,is just a corny examination of a young actress trying to find her way
-1,a corny examination of a young actress trying to find her way
-1,a corny examination
-1,corny examination
-1,corny
-1,'s lazy for a movie to avoid solving one problem by trying to distract us with the solution to another .
-1,'s lazy for a movie to avoid solving one problem by trying to distract us with the solution to another
-1,'s lazy for a movie
-1,lazy for a movie
-1,lazy
-1,to avoid solving one problem by trying to distract us with the solution to another
-1,avoid solving one problem by trying to distract us with the solution to another
-1,by trying to distract us with the solution to another
-1,trying to distract us with the solution to another
-1,distract
1,with the solution to another
1,solution
1,"... it 's as comprehensible as any Dummies guide , something even non-techies can enjoy ."
1,"it 's as comprehensible as any Dummies guide , something even non-techies can enjoy ."
1,"'s as comprehensible as any Dummies guide , something even non-techies can enjoy ."
1,"'s as comprehensible as any Dummies guide , something even non-techies can enjoy"
-1,"'s as comprehensible as any Dummies guide , something"
1,comprehensible
-1,"any Dummies guide , something"
1,even non-techies can enjoy
1,non-techies can enjoy
1,can enjoy
1,enjoy
-1,"Entertains not so much because of its music or comic antics , but through the perverse pleasure of watching Disney scrape the bottom of its own cracker barrel ."
-1,Entertains not so much
-1,Entertains not
1,Entertains
-1,"because of its music or comic antics , but through the perverse pleasure of watching Disney scrape the bottom of its own cracker barrel"
-1,"of its music or comic antics , but through the perverse pleasure of watching Disney scrape the bottom of its own cracker barrel"
-1,its music or
-1,", but through the perverse pleasure of watching Disney scrape the bottom of its own cracker barrel"
-1,through the perverse pleasure of watching Disney scrape the bottom of its own cracker barrel
-1,the perverse pleasure of watching Disney scrape the bottom of its own cracker barrel
1,the perverse pleasure
1,pleasure
-1,watching Disney scrape the bottom of its own cracker barrel
-1,Disney scrape the bottom of its own cracker barrel
-1,Disney scrape
1,Disney
-1,bottom
1,"Writer\/director Burr Steers emphasizes the Q in Quirky , with mixed results ."
-1,"emphasizes the Q in Quirky , with mixed results ."
1,the Q in Quirky
-1,mixed results
-1,Scarcely worth a mention apart from reporting on the number of tumbleweeds blowing through the empty theatres graced with its company .
-1,Scarcely worth a mention apart from reporting on the number of tumbleweeds blowing through the empty theatres
